-20.0,-5.96
-19.99,-5.96
-19.98,-5.96
-19.98,-5.955
-19.98,-5.95
-19.97,-5.96
-19.96,-5.96
-19.96,-5.95
-19.96,-5.94
-20.0,-5.86
-19.99,-5.86
-19.98,-5.86
-19.97,-5.86
-19.96,-5.86
-19.95,-5.86
-20.0,-5.84
-20.0,-5.85
-19.99,-5.76
-20.0,-5.76
-20.0,-5.74
-19.99,-5.74
-19.98,-5.74
-19.98,-5.76
-19.96,-5.74
-19.95,-5.745
-19.95,-5.755
-19.96,-5.76
-19.98,-5.75
-19.97,-5.76
-19.97,-5.74
-19.99,-5.66
-20.0,-5.655
-20.0,-5.645
-19.99,-5.64
-19.98,-5.64
-19.98,-5.66
-19.96,-5.64
-19.95,-5.645
-19.95,-5.655
-19.96,-5.66
-19.98,-5.645
-19.97,-5.66
-19.98,-5.65
-20.0,-5.54
-20.0,-5.55
-19.99,-5.555
-19.98,-5.56
-19.96,-5.54
-19.96,-5.55
-19.97,-5.555
-19.997,-5.555
-19.963,-5.555
-19.977,-5.557
-19.983,-5.557
-20.0,-5.46
-19.99,-5.46
-19.98,-5.46
-19.98,-5.455
-19.98,-5.45
-19.97,-5.46
-19.96,-5.46
-19.96,-5.45
-19.96,-5.44
-19.99,-5.36
-20.0,-5.355
-20.0,-5.345
-19.99,-5.34
-19.98,-5.34
-19.98,-5.36
-19.96,-5.34
-19.95,-5.345
-19.95,-5.355
-19.96,-5.36
-19.97,-5.34
-19.97,-5.36
-19.99,-5.26
-20.0,-5.255
-20.0,-5.245
-19.99,-5.24
-19.98,-5.24
-19.98,-5.26
-19.96,-5.24
-19.95,-5.24
-19.95,-5.26
-19.96,-5.26
-19.97,-5.24
-19.97,-5.26
-20.0,-5.16
-19.99,-5.16
-19.98,-5.16
-19.97,-5.16
-19.96,-5.16
-19.95,-5.16
-20.0,-5.14
-19.99,-5.14
-19.98,-5.14
-19.97,-5.14
-19.96,-5.14
-19.95,-5.14
-19.97,-5.1534
-19.975,-5.15
-19.98,-5.1467
-19.96,-5.1567
-19.99,-5.1434
-20.0,-5.06
-20.0,-5.05
-19.99,-5.04
-19.99,-5.06
-19.98,-5.06
